HS300_returns,MsgBSIs,rates,rates_country,exs
0.08725315720244707,0.4612172540983539,4.155104761904761,0.3686952380952384,6.2194400000000005
-0.029352673979134377,0.2400461563571607,2.4904111111111114,0.6724722222222219,6.251439999999999
0.0847937447326066,0.6126700436562723,2.4405190476190475,0.5740761904761902,6.239640909090909
0.18177231405996197,0.5400471468116872,2.532408695652174,0.5215782608695654,6.2025523809523815
0.06059522245323041,0.17940536781419175,4.760352941176471,0.3122588235294117,6.203944999999999
0.04449202116637204,0.09968645016075472,4.704004545454546,0.35615454545454606,6.205614285714285
-0.21690132299921577,-0.10828548574739719,3.1527000000000007,0.49334761904761937,6.208647826086958
-0.07700812673466001,-0.10829988106968257,2.3329649999999997,0.9991350000000003,6.33895238095238
-0.12409185740940391,-0.021329869554239995,2.6121952380952385,1.7946571428571418,6.369925
0.06192329287837023,0.16927845637062247,2.705634782608696,1.2484391304347828,6.3479705882352935
0.06189899605090789,0.09997164164390435,2.5745047619047616,1.187390476190477,6.371423809523812
0.003297002134182602,0.14845196196423002,2.5572952380952376,1.019042857142857,6.454313043478258
-0.16003356766603707,-0.04038239715199871,2.55363,0.4583350000000008,6.57364
-0.0583701568488303,0.23296408233181656,2.6004111111111117,0.5256944444444445,6.5408875
0.04042305029701145,0.299910096241451,2.6575681818181818,0.6284863636363629,6.507904347826089
0.02785041385724499,0.19128180017578292,2.7962695652173912,0.44658913043478154,6.478959999999999
-0.03474157357166604,0.1055593809603704,2.5209444444444444,0.5578833333333337,6.532171428571429
0.009594766696496554,0.16696689417946414,2.4614521739130435,0.7608608695652168,6.595205000000002
0.031832116304549435,0.1412706300856118,2.5212999999999997,0.774515000000001,6.677966666666667
0.017914728655409183,0.22199048127314921,2.4848333333333334,0.570847619047619,6.649404347826088
-0.003379735043697287,0.1146560713133086,2.478761904761905,0.559680952380953,6.67281
0.013580668948795593,0.23649303929205065,2.4632761904761904,0.5056809523809522,6.74693125
0.03161912789333895,0.2727256481854293,2.4754913043478264,0.6631956521739131,6.8413
-0.012870226904809386,0.06270528093505737,2.538509523809524,0.5658809523809523,6.923536363636365
-0.011231805771244207,0.18580322126802953,2.7366421052631584,0.5269052631578943,6.895538888888889
0.023944161359958145,0.3004397645518935,3.359194117647059,0.24028823529411714,6.873188888888889
0.007086321831897333,0.2278793158103582,3.439068181818182,0.33588636363636315,6.896591304347828
0.0065288947075681225,0.246000792270231,3.475728571428571,0.14303809523809452,6.8915
-0.01985913899788059,0.18625312325834203,2.9314315789473686,0.6096263157894741,6.889410000000001
0.04674359013003567,0.33054283017820535,3.17665652173913,0.4855608695652167,6.807227272727272
0.03261470457954938,0.28421563067471006,3.1792263157894745,0.35131052631579074,6.772542857142857
0.015241591481306807,0.19948270441543267,3.2393095238095233,0.17562380952380963,6.671343478260869
0.022997607308514367,0.15809489514811453,3.3293272727272725,0.0459136363636361,6.5677
0.02806714558000457,0.39576260631710364,3.264695238095238,0.15933333333333488,6.619494117647058
0.03435720139733652,0.30500594136865833,3.4202608695652184,0.2899260869565219,6.621936363636365
-0.014157142386696747,0.16061318415878914,3.5099,0.17263636363636392,6.5908476190476195
0.053969397311809504,0.45028322966964807,3.2228545454545454,0.4241954545454547,6.429304545454545
-0.044012496654320825,0.024820079067058635,3.3251411764705887,0.46800588235294205,6.313019999999999
-0.011524227952132291,0.09589942153086475,3.398009090909092,0.5101636363636373,6.319440909090909
-0.047796091742541076,0.045699558297465054,3.6486300000000007,0.4849700000000001,6.296655555555557
0.004782593248695677,0.0862002218970689,3.315390909090908,0.5286909090909098,6.374477272727273
-0.04288172702663809,-0.044547422881642304,3.480175,0.3837050000000004,6.4653849999999995
-0.061841109125288646,-0.11878175755971275,3.2124954545454547,0.4464000000000006,6.715863636363637
-0.036163926930177975,-0.10835378290773233,3.064956521739131,0.7326086956521727,6.848626086956522
-0.011142223189688539,-0.0018050853318677454,3.358133333333333,0.7202904761904763,6.8546421052631565
